LOCATION,PRICE,LAND AREA,ROAD ACCESS,FACING,FLOOR,BEDROOM,BATHROOM,PROPERTY_TYPE,HOUSE AGE,PARKING_SPACES,PARKING,BALCONY,GARDEN,DRAINAGE,DRINKING_WATER,EARTHQUAKE_RESISTANT,MODULAR_KITCHEN,LIVING_ROOM,DINING_ROOM,POWER_BACKUP,AMENITIES_COUNT
Other,50000000.0,3422.5,11.0,NORTH,2.0,5.0,3.0,Bungalow,7.0,0,1,0,1,1,1,0,0,0,0,0,5
Other,12000000.0,1026.75,13.0,WEST,1.0,2.0,1.0,House,8.0,0,1,0,0,1,1,0,0,0,0,0,4
"Kalanki, Kathmandu",28000000.0,1437.45,13.0,EAST,2.5,4.0,4.0,House,16.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,24000000.0,1711.25,11.0,NORTH-EAST,2.5,5.0,3.0,House,10.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,42500000.0,2053.5,18.0,NORTH-EAST,2.5,6.0,4.0,Bungalow,12.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,33000000.0,1711.25,13.0,NORTH,2.5,4.0,4.0,House,8.0,0,1,0,0,1,1,0,0,0,0,0,4
"Imadol, Lalitpur",20700000.0,1060.9750000000001,13.0,NORTH,2.5,5.0,4.0,House,15.0,0,1,0,0,1,1,0,0,0,0,0,4
"Imadol, Lalitpur",18200000.0,1026.75,13.0,SOUTH,2.0,4.0,2.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
"Syuchatar, Kathmandu",22400000.000000004,1369.0,13.0,NORTH,2.0,6.0,3.0,House,7.0,0,1,0,1,1,1,0,1,0,0,0,7
"Syuchatar, Kathmandu",24500000.0,1369.0,12.0,NORTH-EAST,2.5,6.0,3.0,House,7.0,0,1,0,1,1,1,0,0,0,0,0,5
"Hattigaunda, Kathmandu",32500000.0,1711.25,12.0,WEST,2.5,7.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Budhanilkantha, Kathmandu",29900000.000000004,1026.75,10.0,NORTH-EAST,3.0,4.0,3.0,House,7.0,0,1,0,0,1,1,0,1,0,0,0,6
Other,26500000.0,855.625,10.0,WEST,2.5,5.0,3.0,House,15.0,0,1,0,0,1,1,0,0,0,0,0,4
"Thankot, Kathmandu",11500000.0,752.95,13.5,WEST,2.0,4.0,2.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,11000000.0,752.95,10.0,WEST,1.5,2.0,1.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,11500000.0,1095.2,15.0,WEST,1.5,2.0,1.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
"Thankot, Kathmandu",12000000.0,1095.2,15.5,SOUTH,1.5,4.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,14000000.0,752.95,15.0,EAST,2.5,4.0,4.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,13500000.0,1711.25,13.0,SOUTH,2.0,5.0,5.0,House,8.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,25000000.0,1129.425,20.0,NORTH-EAST,2.5,6.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Khumaltar, Lalitpur",21000000.0,1437.45,13.0,NORTH-EAST,2.5,3.0,3.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,11500000.0,1026.75,13.0,WEST,1.5,5.0,4.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,30000000.0,1437.45,12.0,WEST,3.5,6.0,6.0,House,12.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,29000000.0,1711.25,12.0,WEST,3.0,6.0,5.0,Bungalow,4.0,0,1,0,1,1,1,0,0,0,0,0,5
"Syuchatar, Kathmandu",28500000.0,1095.2,15.0,SOUTH,3.5,7.0,4.0,House,4.0,0,0,0,0,1,1,0,0,0,0,0,3
Other,46500000.0,1095.2,18.0,WEST,4.5,8.0,5.0,House,4.0,0,1,0,1,1,1,0,0,0,0,0,5
"Sitapaila, Kathmandu",27000000.0,1369.0,20.0,NORTH,2.5,,4.0,House,24.0,0,1,0,0,1,1,0,0,0,0,0,4
"Hattigaunda, Kathmandu",31500000.0,1745.475,12.0,NORTH,2.5,,4.0,Bungalow,5.0,0,1,0,1,1,1,0,0,0,0,0,5
"Budhanilkantha, Kathmandu",110000000.0,8898.5,15.0,EAST,2.5,6.0,4.0,Bungalow,5.0,0,1,0,1,1,1,0,0,0,0,0,5
Other,24500000.0,1095.2,12.0,NORTH,2.5,5.0,3.0,House,5.0,0,1,0,0,1,1,0,0,0,0,1,5
Other,22500000.0,1095.2,13.0,NORTH,3.5,6.0,4.0,House,10.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,28500000.0,1060.9750000000001,10.0,WEST,2.5,7.0,4.0,House,4.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,25000000.0,1026.75,10.0,SOUTH,2.5,6.0,4.0,House,4.0,0,0,0,0,1,1,0,0,0,0,0,3
Other,15500000.0,1437.45,10.0,EAST,1.0,2.0,1.0,House,4.0,0,1,0,0,1,1,0,0,0,0,0,4
"Baluwakhani, Kathmandu",17000000.0,1129.425,13.0,NORTH,3.5,8.0,4.0,House,10.0,0,1,0,0,1,1,0,0,0,0,0,4
"Imadol, Lalitpur",19000000.0,1026.75,13.0,NORTH-EAST,2.5,4.0,3.0,House,5.0,0,1,0,0,1,1,0,0,0,0,0,5
Other,16000000.0,1095.2,20.0,WEST,2.5,4.0,4.0,House,5.0,0,0,0,0,1,1,0,0,0,0,0,3
Other,15500000.0,1026.75,20.0,EAST,2.5,5.0,5.0,House,4.0,0,0,0,0,1,1,0,0,0,0,0,3
Other,16500000.0,1026.75,13.0,EAST,2.5,6.0,4.0,House,5.0,0,0,0,0,1,1,0,0,0,0,0,3
Other,18000000.0,1026.75,20.0,NORTH,2.5,3.0,3.0,House,4.0,0,0,0,0,1,1,0,0,0,0,0,3
Other,19000000.0,1026.75,13.0,SOUTH,2.5,5.0,4.0,House,5.0,0,0,0,0,1,1,0,0,0,0,0,3
"Bafal, Kathmandu",22500000.0,1095.2,13.0,EAST,2.5,6.0,6.0,House,4.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,50000000.0,1711.25,15.0,WEST,4.0,4.0,4.0,House,4.0,0,0,0,0,1,1,0,0,0,0,0,3
"Thankot, Kathmandu",12800000.0,1026.75,13.0,WEST,2.5,6.0,5.0,House,4.0,0,0,0,0,1,1,1,0,0,0,0,4
Other,12000000.0,1369.0,13.0,WEST,1.0,2.0,1.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,4
"Thankot, Kathmandu",9800000.0,1095.2,13.0,EAST,1.0,3.0,1.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,4
"Thankot, Kathmandu",17000000.0,1026.75,13.0,NORTH,2.5,4.0,3.0,House,9.0,0,0,0,0,1,1,0,0,0,0,0,3
"Naxal, Kathmandu",100000000.0,4107.0,20.0,EAST,2.0,5.0,4.0,Bungalow,9.0,0,1,0,1,1,1,0,0,0,0,0,5
Other,25000000.0,1095.2,13.0,NORTH-WEST,3.0,7.0,5.0,House,9.0,0,1,0,0,1,1,0,0,0,0,0,4
"Gothatar, Kathmandu",62500000.0,2395.75,14.0,WEST,3.5,6.0,8.0,Bungalow,8.0,0,1,0,1,1,1,0,1,0,0,0,9
"Bhaisepati, Lalitpur",38000000.0,1369.0,16.0,SOUTH-EAST,2.5,4.0,4.0,House,13.0,0,1,0,1,1,1,0,0,0,0,0,5
"Bhaisepati, Lalitpur",25500000.0,1437.45,13.0,SOUTH-EAST,3.0,4.0,4.0,House,13.0,0,1,0,1,1,1,0,0,0,0,0,6
"Naxal, Kathmandu",38000000.0,1369.0,15.0,EAST,2.5,5.0,6.0,House,23.0,0,0,0,0,1,1,0,0,0,0,0,3
"Pasikot, Kathmandu",55000000.0,2806.45,13.0,UNKNOWN,2.5,,4.0,House,14.0,0,1,0,1,1,1,0,0,0,0,0,5
"Sanepa, Lalitpur",97500000.0,5476.0,14.0,SOUTH,2.0,4.0,4.0,Bungalow,7.0,0,1,0,1,1,1,0,0,0,0,0,5
"Golfutar, Kathmandu",43000000.0,1779.7,12.0,EAST,2.5,5.0,5.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,30000000.0,1369.0,12.0,EAST,2.5,6.0,6.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
"Bhaisepati, Lalitpur",27500000.0,1095.2,20.0,WEST,2.5,3.0,4.0,House,8.0,0,1,0,0,1,1,0,0,0,0,0,4
"Pasikot, Kathmandu",30000000.0,1779.7,20.0,EAST,2.5,4.0,5.0,House,14.0,0,1,0,0,1,1,0,0,0,0,0,4
Other,26000000.0,1437.45,12.0,SOUTH-WEST,3.0,8.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Pasikot, Kathmandu",32000000.0,1882.375,14.0,EAST,3.0,4.0,6.0,House,13.0,0,1,0,0,0,0,0,0,0,0,0,2
Other,90000000.0,3456.725,12.0,SOUTH,2.5,6.0,4.0,House,7.0,0,1,0,1,1,0,0,0,0,0,0,3
"Hepali Height, Kathmandu",41000000.0,1711.25,14.0,WEST,3.0,6.0,3.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Baluwatar, Kathmandu",130000000.0,3422.5,16.0,NORTH,2.0,4.0,4.0,House,7.0,0,1,0,0,1,1,0,0,0,0,0,4
"Budhanilkantha, Kathmandu",31000000.0,1437.45,19.0,WEST,2.5,5.0,5.0,House,15.0,0,1,0,0,1,1,0,0,0,0,0,4
"Dhapasi, Kathmandu",25000000.0,1437.45,20.0,NORTH,2.5,11.0,5.0,House,13.0,0,1,0,0,1,1,0,0,0,0,0,4
"Baluwatar, Kathmandu",70000000.0,1779.7,26.0,WEST,5.0,9.0,7.0,House,17.0,0,1,0,1,1,0,0,0,0,0,0,3
"Golfutar, Kathmandu",22000000.0,1026.75,26.0,WEST,2.5,3.0,4.0,House,13.0,0,0,0,0,1,1,0,0,0,0,0,3
"Rudreshwor, Kathmandu",140000000.0,4107.0,,NORTH,2.5,5.0,4.0,Bungalow,7.0,0,1,0,1,1,1,0,0,0,0,0,5
"Bhangal, Kathmandu",19000000.0,1026.75,10.0,EAST,2.5,6.0,4.0,House,13.0,0,1,1,0,1,0,0,0,0,0,1,18
"Chunikhel, Kathmandu",13000000.0,1197.875,13.0,EAST,1.0,2.0,1.0,House,7.0,0,1,0,0,1,0,0,0,0,0,0,11
"Kapan, Kathmandu",20000000.0,1471.675,13.0,NORTH,2.5,5.0,4.0,House,25.0,0,1,1,1,1,0,0,1,0,0,1,21
"Gongabu, Kathmandu",18500000.0,1026.75,12.0,NORTH-EAST,2.5,5.0,4.0,House,4.0,0,1,1,0,0,0,0,0,0,0,0,9
"Kapan, Kathmandu",12500000.0,1026.75,6.0,WEST,2.0,4.0,2.0,House,8.0,0,1,1,1,0,0,0,0,0,0,0,7
"Bhangal, Kathmandu",18000000.0,1369.0,13.0,WEST,2.0,4.0,2.0,House,4.0,0,0,0,0,0,0,0,0,0,0,0,0
Other,46000000.0,2156.1749999999997,13.0,WEST,2.5,5.0,3.0,Bungalow,5.0,0,0,1,0,1,0,0,0,0,0,0,8
Other,38500000.0,2395.75,12.0,WEST,3.5,7.0,4.0,Bungalow,9.0,0,1,1,0,1,0,0,1,0,0,1,14
"Sukedhara, Kathmandu",45000000.0,2053.5,12.0,SOUTH,2.5,4.0,3.0,House,6.0,0,1,1,0,0,0,0,1,0,0,1,13
"Dhapasi, Kathmandu",33000000.0,1711.25,12.0,EAST,2.5,4.0,4.0,House,5.0,0,1,1,0,0,0,0,1,0,0,1,12
"Bhaisepati, Lalitpur",28000000.0,1095.2,24.0,SOUTH,2.5,4.0,4.0,House,11.0,0,0,1,1,1,0,0,1,0,0,1,24
Other,57500000.0,1711.25,23.0,NORTH-EAST,3.5,,4.0,House,12.0,0,0,1,1,1,0,0,1,0,0,1,21
"Bhangal, Kathmandu",32000000.0,1711.25,12.0,NORTH-EAST,3.0,5.0,5.0,House,6.0,0,0,1,1,0,0,0,1,0,0,1,20
"Bhangal, Kathmandu",19000000.0,752.95,10.0,WEST,3.0,6.0,4.0,House,4.0,0,0,1,1,1,0,0,1,0,0,1,20
Other,24500000.0,1060.9750000000001,15.0,WEST,2.5,5.0,3.0,House,4.0,0,0,1,1,1,0,0,1,0,0,1,21
Other,38000000.0,2840.675,12.0,EAST,2.5,5.0,4.0,House,4.0,0,0,0,0,0,0,0,0,0,0,0,0
"Kapan, Kathmandu",27500000.0,1026.75,15.0,WEST,2.5,5.0,4.0,House,11.0,0,0,1,1,1,0,0,1,0,0,1,20
"Dhapasi, Kathmandu",47500000.0,2053.5,13.0,WEST,2.5,4.0,4.0,House,24.0,0,0,0,0,0,0,0,0,0,0,0,0
"Dhapasi, Kathmandu",28000000.0,1403.225,13.0,SOUTH,2.5,5.0,3.0,House,5.0,0,0,1,1,1,0,0,1,0,0,1,21
Other,13500000.0,1369.0,12.0,NORTH,2.5,5.0,4.0,House,5.0,0,0,1,1,1,0,0,1,0,0,1,25
"Bhaisepati, Lalitpur",29000000.0,1369.0,10.0,UNKNOWN,2.5,4.0,4.0,Bungalow,10.0,0,1,1,1,1,0,0,1,0,0,1,24
"Dhapasi, Kathmandu",32000000.0,1026.75,15.0,SOUTH-WEST,3.0,5.0,6.0,Bungalow,4.0,0,0,1,0,1,0,0,1,0,0,1,22
"Bhangal, Kathmandu",23800000.0,1369.0,12.0,NORTH,2.5,,4.0,House,4.0,0,0,1,1,1,0,0,1,0,0,1,21
"Golfutar, Kathmandu",34000000.0,1369.0,10.0,EAST,2.5,5.0,3.0,House,4.0,0,0,1,1,1,0,0,1,0,0,1,22
"Baluwatar, Kathmandu",22500000.0,752.95,12.0,EAST,3.0,6.0,6.0,Bungalow,10.0,0,0,1,1,1,0,0,1,0,0,1,22
Other,32799999.999999996,1403.225,10.0,SOUTH-WEST,2.5,6.0,5.0,House,5.0,0,0,1,1,1,0,0,1,0,0,1,18
"Bhangal, Kathmandu",20500000.0,1060.9750000000001,12.0,EAST,2.5,,4.0,House,5.0,0,0,1,1,1,0,0,1,0,0,1,22
"Banasthali, Kathmandu",29000000.0,1711.25,20.0,WEST,3.0,,4.0,House,5.0,0,0,1,1,1,0,0,1,0,0,1,21
Other,27500000.0,1369.0,12.0,SOUTH,2.5,,4.0,House,4.0,0,0,1,0,1,0,0,1,0,0,1,21
"Golfutar, Kathmandu",36500000.0,1369.0,20.0,SOUTH,2.5,,5.0,House,33.0,0,0,1,1,1,0,0,1,0,0,1,22
"Budhanilkantha, Kathmandu",28500000.0,1369.0,13.0,UNKNOWN,2.5,,4.0,Bungalow,4.0,0,0,1,1,1,0,0,1,0,0,1,22
"Baluwatar, Kathmandu",50000000.0,2738.0,13.0,NORTH,2.5,,4.0,House,4.0,0,0,1,1,1,0,0,1,0,0,1,22
"Budhanilkantha, Kathmandu",65000000.0,5133.75,13.0,NORTH,3.0,,4.0,House,4.0,0,0,1,1,0,0,0,1,0,0,1,19
"Narayanthan, Kathmandu",133000000.0,4107.0,13.0,WEST,2.5,,4.0,Bungalow,9.0,0,0,1,1,1,0,0,1,0,0,1,22
"Budhanilkantha, Kathmandu",45000000.0,2053.5,12.0,WEST,2.5,,4.0,House,8.0,0,1,1,0,1,0,0,1,0,0,1,12
"Chunikhel, Kathmandu",23000000.0,1095.2,,WEST,2.5,6.0,4.0,House,4.0,0,1,0,0,1,0,0,0,0,0,0,5
Other,25000000.0,1369.0,12.0,SOUTH,2.5,6.0,5.0,House,5.0,0,1,0,1,1,0,0,0,0,0,0,6
"Dhapasi, Kathmandu",40000000.0,2395.75,13.0,WEST,2.5,5.0,3.0,House,9.0,0,0,0,0,0,0,0,0,0,0,0,0
"Satdobato, Lalitpur",25000000.0,1197.875,10.0,NORTH,2.5,,4.0,House,5.0,0,1,0,0,1,0,0,1,0,0,0,8
"Sitapaila, Kathmandu",55000000.0,1711.25,24.0,NORTH,2.5,7.0,5.0,House,11.0,0,0,0,0,1,0,0,0,0,0,0,4
Other,21500000.0,1369.0,13.0,WEST,2.5,5.0,5.0,House,12.0,0,1,1,1,1,0,0,1,0,0,1,23
Other,26000000.0,1369.0,13.0,EAST,2.5,,4.0,House,4.0,0,1,0,1,1,0,0,0,0,0,0,5
Other,26000000.0,1369.0,12.0,NORTH-EAST,2.5,,4.0,House,4.0,0,0,0,1,1,0,0,0,0,0,0,5
"Dhapakhel, Lalitpur",26500000.0,1403.225,12.0,WEST,2.5,,4.0,House,4.0,0,1,1,1,1,0,0,0,0,0,0,10
"Dhapasi, Kathmandu",28000000.0,1779.7,12.0,WEST,2.5,,4.0,House,7.0,0,0,0,0,0,0,0,0,0,0,0,0
"Hepali Height, Kathmandu",34500000.0,1403.225,12.0,SOUTH,2.5,5.0,6.0,House,7.0,0,1,1,0,1,0,0,1,0,0,1,13
"Budhanilkantha, Kathmandu",32500000.0,1779.7,15.0,EAST,2.5,4.0,4.0,Bungalow,11.0,0,0,0,0,1,0,0,0,0,0,0,3
"Golfutar, Kathmandu",34500000.0,1369.0,13.0,SOUTH,2.5,6.0,6.0,House,7.0,0,1,1,0,1,0,0,1,0,0,1,13
Other,32500000.0,1711.25,12.0,NORTH-EAST,3.5,6.0,6.0,House,13.0,0,0,0,0,1,0,0,1,0,0,0,4
"Banasthali, Kathmandu",29500000.0,1711.25,14.0,WEST,2.5,6.0,6.0,House,8.0,0,1,1,0,1,0,0,1,0,0,0,9
"Kapan, Kathmandu",36000000.0,21870.0,16.0,WEST,2.5,4.0,3.0,House,12.0,0,1,1,0,1,0,0,1,0,0,0,7
Other,24500000.0,1197.875,12.0,EAST,2.5,4.0,3.0,House,7.0,0,1,1,0,0,0,0,0,0,0,0,3
Other,65000000.0,2738.0,32.0,WEST,3.5,5.0,3.0,House,7.0,0,0,1,0,1,0,0,0,0,0,0,4
"Budhanilkantha, Kathmandu",67500000.0,5886.7,13.0,WEST,2.5,5.0,6.0,House,11.0,0,1,1,0,1,0,0,0,0,0,0,7
"Dhapasi, Kathmandu",21500000.0,1026.75,12.0,SOUTH,2.5,5.0,5.0,House,8.0,0,1,1,1,1,0,0,1,0,0,0,14
Other,19000000.0,1026.75,23.0,WEST,3.0,5.0,5.0,House,6.0,0,0,0,0,0,0,0,0,0,0,0,0
"Nakhipot, Lalitpur",55000000.0,4449.25,14.0,SOUTH,2.5,6.0,5.0,House,4.0,0,0,0,0,0,0,0,0,0,0,0,0
"Banasthali, Kathmandu",49500000.0,2053.5,13.0,NORTH,2.5,6.0,6.0,House,4.0,0,1,1,1,1,0,0,1,0,0,0,15
"Thankot, Kathmandu",18000000.0,958.3,13.0,SOUTH-EAST,2.5,6.0,4.0,House,7.0,0,1,1,0,1,0,0,1,0,0,1,15
"Thankot, Kathmandu",8500000.0,1369.0,14.0,UNKNOWN,2.5,,4.0,House,7.0,0,1,0,0,1,0,0,0,0,0,1,4
"Thankot, Kathmandu",11500000.0,752.95,10.0,SOUTH,2.5,5.0,3.0,House,11.0,0,1,1,0,1,0,0,1,0,0,1,13
"Kalanki, Kathmandu",13000000.0,787.175,13.0,SOUTH-EAST,2.0,4.0,3.0,House,7.0,0,0,1,0,1,0,0,0,0,0,0,10
"Thankot, Kathmandu",21000000.0,1711.25,10.0,EAST,3.0,5.0,5.0,House,13.0,0,1,0,0,1,0,0,0,0,0,0,7
"Thankot, Kathmandu",13500000.0,787.175,11.0,NORTH,2.5,4.0,3.0,House,7.0,0,1,1,1,1,0,0,1,0,0,1,15
"Thankot, Kathmandu",17500000.0,2121.9500000000003,11.0,SOUTH-EAST,2.5,5.0,4.0,House,8.0,0,1,1,1,0,0,0,0,0,0,0,9
"Thankot, Kathmandu",19000000.0,1369.0,16.0,EAST,2.5,,4.0,House,12.0,0,1,1,0,1,0,0,1,0,0,0,17
"Thankot, Kathmandu",12000000.0,1095.2,13.0,WEST,2.5,,4.0,House,9.0,0,0,0,0,0,0,0,1,0,0,0,4
"Thankot, Kathmandu",12000000.0,1026.75,13.0,EAST,2.5,4.0,4.0,House,10.0,0,0,0,0,0,0,0,0,0,0,0,0
"Thankot, Kathmandu",14000000.0,1095.2,13.0,WEST,2.5,4.0,4.0,House,10.0,0,1,1,1,1,0,0,1,0,0,0,10
"Thankot, Kathmandu",8200000.0,787.175,13.0,SOUTH,2.5,,4.0,House,12.0,0,1,0,0,0,0,0,0,0,0,0,1
"Thankot, Kathmandu",13000000.0,1026.75,20.0,EAST,2.5,,4.0,House,20.0,0,1,1,1,1,0,0,0,0,0,0,12
"Bansbari, Kathmandu",36000000.0,2053.5,10.0,SOUTH,3.0,6.0,6.0,House,13.0,0,1,1,1,1,0,0,1,0,0,0,15
"Thankot, Kathmandu",16500000.0,1026.75,13.0,SOUTH,2.5,,4.0,House,9.0,0,1,1,0,1,0,0,1,0,0,0,7
"Thankot, Kathmandu",13500000.0,1026.75,16.0,SOUTH,2.5,,4.0,House,8.0,0,1,1,0,1,0,0,1,0,0,1,13
"Thankot, Kathmandu",11500000.0,1026.75,13.0,EAST,2.5,,4.0,House,20.0,0,1,1,0,1,0,0,1,0,0,1,10
"Sitapaila, Kathmandu",26500000.0,1540.125,20.0,EAST,2.5,5.0,4.0,Bungalow,7.0,0,0,0,0,0,0,0,0,0,0,0,0
"Bansbari, Kathmandu",37000000.0,2053.5,15.0,SOUTH-EAST,2.5,5.0,5.0,Bungalow,7.0,0,0,0,0,0,0,0,0,0,0,0,0
"Bafal, Kathmandu",20299999.999999996,1197.875,12.0,SOUTH,2.5,,4.0,House,27.0,0,1,1,1,0,0,0,1,0,0,0,12
"Hepali Height, Kathmandu",43000000.0,1882.375,16.0,NORTH-WEST,2.5,5.0,3.0,House,13.0,0,1,1,0,1,0,0,1,0,0,1,10
"Dhapasi, Kathmandu",22000000.0,1026.75,26.0,SOUTH,2.5,3.0,4.0,House,7.0,0,1,1,0,1,0,0,1,0,0,0,9
"Bhaisepati, Lalitpur",29000000.0,1437.45,15.0,NORTH,2.5,7.0,4.0,Bungalow,9.0,0,1,1,0,1,0,0,1,0,0,0,9
Other,23000000.0,1471.675,15.0,SOUTH,2.0,4.0,4.0,Bungalow,10.0,0,1,1,0,1,0,0,1,0,0,0,8
Other,55000000.0,2121.9500000000003,15.0,SOUTH,2.5,5.0,3.0,Bungalow,8.0,0,1,1,1,1,0,0,0,0,0,0,4
"Naxal, Kathmandu",76000000.0,2772.225,15.0,SOUTH,3.0,6.0,6.0,Bungalow,17.0,0,1,1,0,1,0,0,0,0,0,0,5
"Naxal, Kathmandu",38000000.0,1369.0,15.0,SOUTH,2.5,6.0,5.0,Bungalow,7.0,0,1,1,0,1,0,0,1,0,0,0,11
"Syuchatar, Kathmandu",32000000.0,2053.5,13.0,EAST,2.5,4.0,4.0,House,7.0,0,1,1,0,0,0,0,1,0,0,1,11
"Dhapasi, Kathmandu",32000000.0,1026.75,12.0,SOUTH,2.5,6.0,4.0,Bungalow,7.0,0,1,1,0,1,0,0,0,0,0,0,4
Other,29000000.0,1745.475,13.0,SOUTH,2.5,4.0,4.0,Villa,9.0,0,0,0,0,1,0,0,0,0,0,0,2
Other,150000000.0,7529.5,20.0,SOUTH-EAST,2.5,6.0,4.0,Bungalow,9.0,0,1,0,0,0,0,0,0,0,0,0,1
"Nakhipot, Lalitpur",21500000.0,1283.4375,17.0,SOUTH,2.5,5.0,4.0,House,7.0,0,1,0,0,1,0,0,1,0,0,0,8
"Sanepa, Lalitpur",58000000.0,1745.475,15.0,NORTH,3.0,6.0,6.0,House,9.0,0,1,1,1,1,0,0,1,0,0,0,11
"Dhapasi, Kathmandu",31000000.0,1745.475,,UNKNOWN,2.5,,4.0,House,8.0,0,1,0,0,1,0,0,0,0,0,0,6
Other,51000000.0,1882.375,18.0,UNKNOWN,2.5,,4.0,House,7.0,0,0,0,0,1,0,0,0,0,0,0,2
"Budhanilkantha, Kathmandu",23500000.0,1060.9750000000001,12.0,EAST,2.5,6.0,3.0,House,13.0,0,0,1,1,1,0,0,1,0,0,0,13
Other,46500000.0,1197.875,20.0,WEST,4.0,8.0,7.0,House,13.0,0,1,0,0,1,0,0,0,0,0,0,3
"Bafal, Kathmandu",28000000.0,1369.0,12.0,EAST,2.5,7.0,4.0,House,7.0,0,1,1,1,1,0,0,1,0,0,0,15
"Kalanki, Kathmandu",25000000.0,1369.0,,UNKNOWN,2.5,,4.0,House,23.0,0,1,1,1,1,0,0,1,0,0,0,16
Other,32000000.0,1026.75,12.0,WEST,2.5,5.0,4.0,House,7.0,0,1,1,1,1,0,0,1,0,0,0,16
Other,34000000.0,2121.9500000000003,,UNKNOWN,2.5,,4.0,House,7.0,0,1,1,1,1,0,0,1,0,0,0,16
Other,32000000.0,1369.0,13.0,SOUTH,3.0,6.0,4.0,House,26.0,0,1,1,1,1,0,0,1,0,0,0,16
"Golfutar, Kathmandu",32500000.0,1369.0,15.0,WEST,3.0,6.0,5.0,House,26.0,0,1,1,1,1,0,0,0,0,0,1,13
"Budhanilkantha, Kathmandu",48000000.0,1197.875,12.0,WEST,2.5,7.0,7.0,Bungalow,4.0,0,1,0,0,0,0,0,0,0,0,0,2
Other,25000000.0,1197.875,20.0,EAST,3.5,6.0,9.0,Bungalow,4.0,0,1,1,0,0,0,0,0,0,0,0,3
"Sukedhara, Kathmandu",42500000.0,1369.0,12.0,NORTH,2.5,5.0,4.0,House,9.0,0,1,0,1,1,0,0,1,0,0,0,9
"Budhanilkantha, Kathmandu",67500000.0,4107.0,12.0,NORTH,2.5,4.0,4.0,House,9.0,0,1,0,0,0,0,0,0,0,0,0,1
"Budhanilkantha, Kathmandu",95000000.0,2053.5,12.0,WEST,2.5,5.0,7.0,Bungalow,8.0,0,1,0,1,1,0,0,1,0,0,0,12
Other,32000000.0,1095.2,12.0,NORTH,2.5,4.0,5.0,House,4.0,0,1,0,0,0,0,0,0,0,0,0,1
Other,32000000.0,1369.0,15.0,WEST,2.5,6.0,5.0,House,5.0,0,0,0,0,0,0,0,0,0,0,0,0
Other,69000000.0,3422.5,18.0,WEST,2.5,4.0,4.0,House,9.0,0,0,0,0,0,0,0,0,0,0,0,0
"Bhaisepati, Lalitpur",28000000.0,1437.45,16.0,NORTH,1.0,2.0,1.0,House,6.0,0,1,1,0,1,0,0,0,0,0,0,13
"Nakhipot, Lalitpur",23000000.0,1129.425,16.0,NORTH,2.5,4.0,3.0,House,5.0,0,0,0,0,0,0,0,0,0,0,0,0
"Banasthali, Kathmandu",45000000.0,1540.125,15.0,NORTH,4.0,7.0,5.0,House,11.0,0,1,0,0,0,0,0,0,0,0,0,2
"Satdobato, Lalitpur",45000000.0,3080.25,20.0,NORTH,2.5,6.0,4.0,House,12.0,0,1,0,1,0,0,0,0,0,0,0,2
"Sanepa, Lalitpur",120000000.0,5476.0,10.0,EAST,2.5,6.0,6.0,Bungalow,6.0,0,1,1,0,1,0,0,1,0,0,0,9
"Sanepa, Lalitpur",75000000.0,2395.75,15.0,NORTH,3.0,6.0,4.0,House,4.0,0,1,0,0,0,0,0,0,0,0,0,2
"Hattiban, Lalitpur",100000000.0,1437.45,18.0,WEST,2.0,4.0,4.0,House,4.0,0,1,1,1,1,0,0,1,0,0,0,13
Other,36000000.0,1369.0,12.0,WEST,2.5,5.0,5.0,House,4.0,0,1,1,0,1,0,0,1,0,0,1,13
"Hattiban, Lalitpur",30000000.0,1026.75,12.0,EAST,4.0,4.0,4.0,House,4.0,0,1,0,0,0,0,0,0,0,0,0,2
"Budhanilkantha, Kathmandu",45000000.0,2053.5,16.0,SOUTH,1.0,1.0,1.0,House,8.0,0,1,0,0,0,0,0,0,0,0,0,1
